Sale Date,ISBN,Discount,ItemID,OrderID,Week
1/28/2193,989-28-229-6632-6,0.1,107046-65-7069,107046-2068,5
1/28/2193,989-28-3705-492-6,,107046-22-7077,107046-2068,5
1/29/2193,989-28-79-82197-5,0.15,107047-1-9898,107043-2078,5
1/29/2193,989-28-3705-007-2,,107047-96-3860,107047-2069,5
1/29/2193,989-28-3705-987-7,,107047-14-6000,107047-2070,5
1/29/2193,989-28-3705-007-2,,107047-34-1649,107047-2071,5
1/29/2193,989-28-3705-592-3,,107047-83-5727,107047-2072,5
1/29/2193,989-28-3705-966-2,,107047-80-4060,107047-2073,5
1/29/2193,989-28-3705-592-3,,107047-86-8083,107047-2074,5
1/29/2193,989-28-3705-054-6,,107047-49-5760,107047-2075,5
1/29/2193,989-28-79-82197-5,0.15,107047-1-1302,107047-2076,5
1/29/2193,989-28-79-22871-2,,107047-33-3372,107047-2077,5
1/29/2193,989-28-79-45675-7,,107047-31-9669,107047-2079,5
1/29/2193,989-28-79-27078-0,,107047-29-6269,107047-2080,5
1/29/2193,989-28-79-45675-7,,107047-11-2646,107047-2081,5
1/29/2193,989-28-79-87459-9,,107047-71-3242,107047-2082,5
1/29/2193,989-28-79-13871-4,,107047-44-1484,107047-2083,5
1/29/2193,989-28-79-82749-6,,107047-98-387,107047-2084,5
1/29/2193,989-28-79-69807-2,,107047-50-3137,107047-2085,5
1/29/2193,989-28-79-82749-6,,107047-98-386,107047-2086,5
1/29/2193,989-28-79-13871-4,,107047-44-1483,107047-2087,5
1/29/2193,989-28-79-69807-2,,107047-50-3136,107047-2088,5
1/29/2193,989-28-79-69807-2,,107047-53-5606,107047-2089,5
1/29/2193,989-28-229-1404-4,,107047-68-2987,107047-2090,5
1/29/2193,989-28-229-9769-6,,107047-71-2787,107047-2091,5
1/29/2193,989-28-229-6632-6,0.1,107047-79-3432,107047-2092,5
1/29/2193,989-28-229-1404-4,,107047-83-9474,107047-2093,5
1/29/2193,989-28-229-6632-6,0.1,107047-97-3799,107047-2094,5
1/29/2193,989-28-229-9769-6,,107047-75-6925,107047-2095,5
1/29/2193,989-28-229-1404-4,,107047-58-8906,107047-2096,5
1/29/2193,989-28-229-5891-8,0.13,107047-42-128,107047-2097,5
1/29/2193,989-28-79-13801-1,,107047-65-3542,107047-2098,5
1/29/2193,989-28-79-23023-4,,107047-22-6572,107047-2099,5
1/29/2193,989-28-79-74374-1,,107047-29-1804,107047-2100,5
1/29/2193,989-28-79-26824-4,,107047-92-901,107047-2101,5
1/29/2193,989-28-79-55824-6,,107047-34-7402,107047-2103,5
1/29/2193,989-28-79-55824-6,,107047-52-3346,107047-2104,5
1/29/2193,989-28-79-23023-4,,107047-33-855,107047-2105,5
1/29/2193,989-28-79-13801-1,,107047-96-4875,107047-2106,5
1/29/2193,989-28-79-51397-9,,107047-74-8363,107047-2107,5
1/29/2193,989-28-3705-492-6,,107047-30-4678,107047-2108,5
1/29/2193,989-28-3705-492-6,,107047-15-1971,107047-2109,5
1/29/2193,989-28-3705-492-6,,107047-7-9109,107047-2110,5
1/29/2193,989-28-3705-492-6,,107047-73-3646,107047-2111,5
1/29/2193,989-28-3705-966-2,,107047-85-230,107047-2112,5
1/29/2193,989-28-79-13801-1,,107047-4-1507,107047-2113,5
1/29/2193,989-28-79-23023-4,,107047-68-5224,107047-2113,5
1/29/2193,989-28-79-82339-9,,107047-19-5050,107047-2114,5
1/29/2193,989-28-79-13801-1,,107047-31-1278,107047-2114,5
1/29/2193,989-28-229-9769-6,,107047-99-5385,107047-2114,5
1/29/2193,989-28-3705-492-6,,107047-22-9922,107047-2115,5
1/29/2193,989-28-79-69807-2,,107047-53-5605,107047-2115,5
1/29/2193,989-28-79-44730-4,,107047-80-365,107047-2115,5
1/30/2193,989-28-79-82197-5,0.15,107048-1-8938,107021-2120,5
1/30/2193,989-28-3705-138-3,,107048-41-9123,107048-2116,5
1/30/2193,989-28-3705-649-4,,107048-11-951,107048-2117,5
1/30/2193,989-28-79-82197-5,0.15,107048-1-6984,107048-2118,5
1/30/2193,989-28-79-86624-2,,107048-1-710,107048-2119,5
1/30/2193,989-28-79-82197-5,0.15,107048-1-8594,107048-2121,5
1/30/2193,989-28-79-82197-5,0.15,107048-1-2388,107048-2122,5
1/30/2193,989-28-79-69807-2,,107048-4-4068,107048-2123,5
1/30/2193,989-28-79-69807-2,,107048-4-4067,107048-2124,5
1/30/2193,989-28-79-05670-4,,107048-44-3277,107048-2125,5
1/30/2193,989-28-79-69807-2,,107048-80-9598,107048-2126,5
1/30/2193,989-28-654-6033-1,,107048-4-2676,107048-2127,5
1/30/2193,989-28-654-0047-4,,107048-41-3654,107048-2128,5
1/30/2193,989-28-229-9769-6,,107048-76-2094,107048-2129,5
1/30/2193,989-28-229-5891-8,,107048-20-8669,107048-2130,5
1/30/2193,989-28-229-6632-6,0.1,107048-61-6018,107048-2131,5
1/30/2193,989-28-229-0197-6,,107048-6-8845,107048-2132,5
1/30/2193,989-28-229-1404-4,,107048-76-4911,107048-2133,5
1/30/2193,989-28-229-7592-2,,107048-71-1920,107048-2134,5
1/30/2193,989-28-229-6632-6,0.1,107048-47-1438,107048-2135,5
1/30/2193,989-28-229-7592-2,,107048-67-3010,107048-2136,5
1/30/2193,989-28-229-3157-7,,107048-9-1463,107048-2137,5
1/30/2193,989-28-79-68089-3,0.05,107048-54-6580,107048-2138,5
1/30/2193,989-28-79-26824-4,,107048-86-3171,107048-2139,5
1/30/2193,989-28-79-13801-1,,107048-80-139,107048-2140,5
1/30/2193,989-28-79-74374-1,,107048-4-2437,107048-2141,5
1/30/2193,989-28-79-71565-6,,107048-77-2164,107048-2142,5
1/30/2193,989-28-79-23023-4,,107048-84-390,107048-2143,5
1/30/2193,989-28-79-74374-1,,107048-99-6685,107048-2144,5
1/30/2193,989-28-79-23023-4,,107048-20-9213,107048-2145,5
1/30/2193,989-28-79-74374-1,,107048-1-9894,107048-2146,5
1/30/2193,989-28-79-13801-1,,107048-44-3367,107048-2147,5
1/30/2193,989-28-79-91028-0,,107048-87-9432,107048-2148,5
1/30/2193,989-28-79-13801-1,,107048-26-7701,107048-2149,5
1/30/2193,989-28-79-74374-1,,107048-97-4766,107048-2150,5
1/30/2193,989-28-79-40897-8,,107048-78-2513,107048-2151,5
1/30/2193,989-28-79-74374-1,,107048-36-7303,107048-2152,5
1/30/2193,989-28-79-74374-1,,107048-41-7912,107048-2153,5
1/30/2193,989-28-79-23023-4,,107048-52-4722,107048-2154,5
1/30/2193,989-28-79-13801-1,,107048-17-2141,107048-2155,5
1/30/2193,989-28-3705-007-2,,107048-20-8325,107048-2156,5
1/30/2193,989-28-79-13871-4,,107048-50-3580,107048-2156,5
1/30/2193,989-28-79-13871-4,,107048-50-3579,107048-2157,5
1/30/2193,989-28-79-69807-2,,107048-80-9597,107048-2157,5
1/30/2193,989-28-229-5891-8,,107048-15-3325,107048-2158,5
1/30/2193,989-28-79-74374-1,,107048-9-772,107048-2158,5
1/30/2193,989-28-79-51397-9,,107048-44-3585,107048-2159,5
1/30/2193,989-28-79-74374-1,,107048-64-3735,107048-2159,5
1/30/2193,989-28-79-71565-6,,107048-3-6819,107048-2160,5
1/30/2193,989-28-79-55752-2,0.13,107048-38-2591,107048-2161,5
1/30/2193,989-28-79-13871-4,0.13,107048-42-9559,107048-2161,5
1/30/2193,989-28-79-13801-1,0.13,107048-77-9067,107048-2161,5
1/30/2193,989-28-79-51397-9,0.13,107048-29-8402,107048-2162,5
1/30/2193,989-28-79-44730-4,0.13,107048-37-2441,107048-2162,5
1/30/2193,989-28-3705-222-9,0.13,107048-41-7958,107048-2162,5
1/30/2193,989-28-79-13871-4,0.13,107048-42-9558,107048-2162,5
1/31/2193,989-28-79-82197-5,0.15,107049-1-4194,107048-2171,5
1/31/2193,989-28-3705-007-2,,107049-63-5461,107049-2163,5
1/31/2193,989-28-3705-007-2,,107049-3-2477,107049-2164,5
1/31/2193,989-28-3705-007-2,,107049-12-6198,107049-2165,5
1/31/2193,989-28-3705-007-2,,107049-10-302,107049-2166,5
1/31/2193,989-28-79-11297-4,,107049-84-5782,107049-2167,5
1/31/2193,989-28-79-11297-4,,107049-80-1134,107049-2168,5
1/31/2193,989-28-79-82197-5,,107049-46-4786,107049-2169,5
1/31/2193,989-28-79-11297-4,,107049-39-3992,107049-2170,5
1/31/2193,989-28-79-13871-4,,107049-1-9680,107049-2172,5
1/31/2193,989-28-79-69807-2,,107049-43-9036,107049-2173,5
1/31/2193,989-28-79-13871-4,,107049-68-3556,107049-2174,5
1/31/2193,989-28-79-13871-4,,107049-44-6335,107049-2175,5
1/31/2193,989-28-79-05670-4,,107049-7-4465,107049-2176,5
1/31/2193,989-28-79-69807-2,,107049-43-9035,107049-2177,5
1/31/2193,989-28-79-13871-4,,107049-1-9679,107049-2178,5
1/31/2193,989-28-79-05670-4,,107049-60-7375,107049-2179,5
1/31/2193,989-28-229-5891-8,,107049-98-6300,107049-2180,5
1/31/2193,989-28-229-9769-6,,107049-63-3018,107049-2181,5
1/31/2193,989-28-229-5891-8,,107049-59-2957,107049-2182,5
1/31/2193,989-28-79-74374-1,,107049-54-7981,107049-2183,5
1/31/2193,989-28-79-36485-4,,107049-20-1377,107049-2184,5
1/31/2193,989-28-79-13801-1,,107049-58-8837,107049-2185,5
1/31/2193,989-28-79-13801-1,,107049-80-7093,107049-2186,5
1/31/2193,989-28-79-23023-4,,107049-36-4864,107049-2187,5
1/31/2193,989-28-79-74374-1,,107049-85-2848,107049-2188,5
1/31/2193,989-28-79-16808-7,,107049-49-2014,107049-2189,5
1/31/2193,989-28-79-74374-1,,107049-24-4102,107049-2190,5
1/31/2193,989-28-79-26824-4,,107049-53-4257,107049-2191,5
1/31/2193,989-28-79-71565-6,,107049-31-3485,107049-2192,5
1/31/2193,989-28-79-71565-6,,107049-62-7730,107049-2193,5
1/31/2193,989-28-79-43574-5,,107049-30-8511,107049-2194,5
1/31/2193,989-28-79-26824-4,,107049-53-1675,107049-2195,5
1/31/2193,989-28-79-23023-4,,107049-45-6203,107049-2196,5
1/31/2193,989-28-79-71565-6,,107049-91-1184,107049-2197,5
1/31/2193,989-28-79-13801-1,,107049-75-5128,107049-2198,5
1/31/2193,989-28-79-13801-1,,107049-18-9528,107049-2199,5
1/31/2193,989-28-79-14379-4,,107049-51-8043,107049-2200,5
1/31/2193,989-28-3705-222-9,,107049-60-4518,107049-2201,5
1/31/2193,989-28-79-03683-6,,107049-27-2004,107049-2202,5
1/31/2193,989-28-3705-492-6,,107049-15-4506,107049-2203,5
1/31/2193,989-28-3705-222-9,,107049-20-1101,107049-2204,5
1/31/2193,989-28-3705-222-9,,107049-77-1411,107049-2205,5
1/31/2193,989-28-79-74374-1,,107049-32-385,107049-2206,5
1/31/2193,989-28-79-14379-4,,107049-94-2044,107049-2206,5
1/31/2193,989-28-79-74374-1,,107049-18-2287,107049-2207,5
1/31/2193,989-28-79-13871-4,,107049-68-3555,107049-2207,5
1/31/2193,989-28-79-74374-1,,107049-34-2407,107049-2208,5
1/31/2193,989-28-79-13871-4,,107049-44-6334,107049-2208,5
1/31/2193,989-28-3705-987-7,,107049-33-8043,107049-2209,5
1/31/2193,989-28-3705-007-2,,107049-78-5898,107049-2209,5
1/31/2193,989-28-229-5891-8,,107049-25-3030,107049-2210,5
1/31/2193,989-28-79-74374-1,,107049-26-3126,107049-2210,5
1/31/2193,989-28-3705-007-2,,107049-78-8788,107049-2210,5
1/31/2193,989-28-79-05670-4,,107049-43-9807,107049-2211,5
1/31/2193,989-28-79-74374-1,,107049-52-3497,107049-2211,5
2/1/2193,989-28-3705-007-2,,107050-55-1768,107050-2212,5
2/1/2193,989-28-3705-592-3,,107050-45-6095,107050-2213,5
2/1/2193,989-28-3705-007-2,,107050-64-1378,107050-2214,5
2/1/2193,989-28-3705-007-2,,107050-8-3553,107050-2215,5
2/1/2193,989-28-3705-987-7,,107050-4-5031,107050-2216,5
2/1/2193,989-28-3705-007-2,,107050-39-1422,107050-2217,5
2/1/2193,989-28-3705-007-2,,107050-85-1855,107050-2218,5
2/1/2193,989-28-3705-592-3,,107050-37-2817,107050-2219,5
2/1/2193,989-28-3705-649-4,,107050-83-2461,107050-2220,5
2/1/2193,989-28-79-45675-7,,107050-6-1406,107050-2221,5
2/1/2193,989-28-79-11297-4,,107050-69-6716,107050-2222,5
2/1/2193,989-28-79-16826-1,,107050-70-7761,107050-2223,5
2/1/2193,989-28-79-01991-4,,107050-50-7421,107050-2224,5
2/1/2193,989-28-79-45675-7,,107050-7-6053,107050-2225,5
2/1/2193,989-28-79-45675-7,,107050-31-7757,107050-2226,5
2/1/2193,989-28-79-22871-2,,107050-77-9068,107050-2227,5
2/1/2193,989-28-79-45675-7,,107050-55-4832,107050-2228,5
2/1/2193,989-28-654-2017-5,,107050-21-638,107050-2229,5
2/1/2193,989-28-79-69807-2,,107050-74-3119,107050-2230,5
2/1/2193,989-28-79-69807-2,,107050-67-3616,107050-2231,5
2/1/2193,989-28-79-05670-4,,107050-64-1766,107050-2232,5
2/1/2193,989-28-79-69807-2,,107050-67-3615,107050-2233,5
2/1/2193,989-28-654-6033-1,,107050-49-3259,107050-2234,5
2/1/2193,989-28-229-1404-4,0.15,107050-1-7001,107050-2235,5
2/1/2193,989-28-229-1404-4,0.15,107050-1-7677,107050-2236,5
2/1/2193,989-28-229-6632-6,0.1,107050-60-4657,107050-2237,5
2/1/2193,989-28-229-9769-6,,107050-73-858,107050-2238,5
2/1/2193,989-28-229-1404-4,,107050-23-7993,107050-2239,5
2/1/2193,989-28-229-3157-7,,107050-60-8626,107050-2240,5
2/1/2193,989-28-229-6632-6,0.1,107050-30-6879,107050-2241,5
2/1/2193,989-28-229-9769-6,,107050-17-8421,107050-2243,5
2/1/2193,989-28-229-7592-2,,107050-5-2883,107050-2244,5
2/1/2193,989-28-229-6632-6,0.1,107050-64-4622,107050-2245,5
2/1/2193,989-28-229-6632-6,0.1,107050-34-3836,107050-2246,5
2/1/2193,989-28-229-1404-4,,107050-51-303,107050-2247,5
2/1/2193,989-28-229-3157-7,,107050-74-724,107050-2248,5
2/1/2193,989-28-229-1404-4,,107050-1-6727,107050-2249,5
2/1/2193,989-28-229-5891-8,,107050-84-373,107050-2250,5
2/1/2193,989-28-229-1404-4,,107050-71-5048,107050-2251,5
2/1/2193,989-28-79-74374-1,,107050-89-9502,107050-2252,5
2/1/2193,989-28-79-23023-4,,107050-85-4102,107050-2253,5
2/1/2193,989-28-79-71565-6,,107050-62-3027,107050-2254,5
2/1/2193,989-28-79-71565-6,,107050-86-6410,107050-2255,5
2/1/2193,989-28-79-74374-1,,107050-13-9597,107050-2256,5
2/1/2193,989-28-79-13801-1,,107050-30-6095,107050-2257,5
2/1/2193,989-28-79-23023-4,,107050-36-8161,107050-2258,5
2/1/2193,989-28-79-13801-1,,107050-28-5011,107050-2259,5
2/1/2193,989-28-79-68089-3,0.05,107050-53-1943,107050-2260,5
2/1/2193,989-28-79-74374-1,,107050-87-7533,107050-2261,5
2/1/2193,989-28-79-23023-4,,107050-44-1273,107050-2262,5
2/1/2193,989-28-79-13801-1,,107050-75-2215,107050-2263,5
2/1/2193,989-28-79-55824-6,,107050-80-2549,107050-2264,5
2/1/2193,989-28-79-91028-0,,107050-1-7338,107050-2265,5
2/1/2193,989-28-79-26824-4,,107050-80-6522,107050-2266,5
2/1/2193,989-28-79-23023-4,,107050-82-5267,107050-2267,5
2/1/2193,989-28-79-13801-1,,107050-96-9500,107050-2268,5
2/1/2193,989-28-79-40897-8,0.13,107050-42-642,107050-2269,5
2/1/2193,989-28-79-74374-1,,107050-99-8285,107050-2270,5
2/1/2193,989-28-79-26824-4,,107050-11-2958,107050-2271,5
2/1/2193,989-28-3705-492-6,,107050-60-380,107050-2272,5
2/1/2193,989-28-3705-222-9,,107050-12-9062,107050-2273,5
2/1/2193,989-28-79-45675-7,,107050-33-839,107050-2274,5
2/1/2193,989-28-3705-987-7,,107050-78-1738,107050-2274,5
2/1/2193,989-28-229-1404-4,0.15,107050-1-3323,107050-2275,5
2/1/2193,989-28-79-23023-4,,107050-38-3545,107050-2275,5
2/1/2193,989-28-79-74374-1,,107050-6-4108,107050-2276,5
2/1/2193,989-28-79-30536-9,,107050-95-4027,107050-2276,5
2/1/2193,989-28-3705-222-9,,107050-31-7528,107050-2277,5
2/1/2193,989-28-79-71565-6,,107050-82-6506,107050-2277,5
2/1/2193,989-28-3705-222-9,,107050-19-9757,107050-2278,5
2/1/2193,989-28-79-13801-1,,107050-20-2595,107050-2278,5
2/1/2193,989-28-79-69807-2,,107050-74-3118,107050-2278,5
2/1/2193,989-28-79-68089-3,0.05,107050-7-7497,107050-2279,5
2/1/2193,989-28-79-45675-7,,107050-45-8746,107050-2279,5
2/1/2193,989-28-229-5891-8,,107050-50-4618,107050-2279,5
2/1/2193,989-28-229-1404-4,0.15,107050-1-6689,107360-2242,5
2/2/2193,989-28-3705-966-2,,107051-86-1137,107051-2280,5
2/2/2193,989-28-3705-966-2,,107051-83-7461,107051-2281,5
2/2/2193,989-28-3705-987-7,,107051-4-1515,107051-2282,5
2/2/2193,989-28-3705-007-2,,107051-89-2620,107051-2283,5
2/2/2193,989-28-3705-054-6,,107051-1-6497,107051-2284,5
2/2/2193,989-28-3705-007-2,,107051-64-3062,107051-2285,5
2/2/2193,989-28-3705-987-7,,107051-41-5881,107051-2286,5
2/2/2193,989-28-3705-649-4,,107051-51-5010,107051-2287,5
2/2/2193,989-28-3705-987-7,,107051-66-7135,107051-2288,5
2/2/2193,989-28-3705-007-2,,107051-1-9203,107051-2289,5
2/2/2193,989-28-3705-007-2,,107051-27-257,107051-2290,5
2/2/2193,989-28-3705-138-3,,107051-70-7427,107051-2291,5
2/2/2193,989-28-3705-987-7,,107051-38-4752,107051-2292,5
2/2/2193,989-28-3705-987-7,,107051-33-3754,107051-2293,5
2/2/2193,989-28-3705-987-7,,107051-76-4110,107051-2294,5
2/2/2193,989-28-3705-583-1,,107051-54-7913,107051-2295,5
2/2/2193,989-28-3705-649-4,,107051-50-8003,107051-2296,5
2/2/2193,989-28-3705-007-2,,107051-81-7495,107051-2297,5
2/2/2193,989-28-79-45675-7,,107051-43-6091,107051-2298,5
2/2/2193,989-28-79-87459-9,,107051-61-2656,107051-2299,5
2/2/2193,989-28-79-30536-9,,107051-10-4534,107051-2300,5
2/2/2193,989-28-79-82197-5,,107051-80-1205,107051-2301,5
2/2/2193,989-28-79-04510-4,,107051-26-4405,107051-2302,5
2/2/2193,989-28-79-61125-5,,107051-33-1261,107051-2303,5
2/2/2193,989-28-79-22871-2,,107051-44-8986,107051-2304,5
2/2/2193,989-28-79-30536-9,,107051-98-2425,107051-2305,5
2/2/2193,989-28-79-11297-4,,107051-51-4539,107051-2306,5
2/2/2193,989-28-79-32105-5,,107051-65-7100,107051-2307,5
2/2/2193,989-28-654-3899-6,,107051-27-1118,107051-2308,5
2/2/2193,989-28-79-82125-8,,107051-16-9025,107051-2309,5
2/2/2193,989-28-79-69807-2,,107051-64-7172,107051-2310,5
2/2/2193,989-28-79-69807-2,,107051-90-699,107051-2311,5
2/2/2193,989-28-79-05670-4,,107051-16-6053,107051-2312,5
2/2/2193,989-28-79-05670-4,,107051-11-8057,107051-2313,5
2/2/2193,989-28-79-05670-4,,107051-31-4716,107051-2314,5
2/2/2193,989-28-79-13871-4,0.13,107051-42-636,107051-2315,5
2/2/2193,989-28-79-13871-4,,107051-66-276,107051-2316,5
2/2/2193,989-28-79-69807-2,,107051-30-5238,107051-2317,5
2/2/2193,989-28-79-13871-4,,107051-83-324,107051-2318,5
2/2/2193,989-28-79-05670-4,,107051-61-1189,107051-2319,5
2/2/2193,989-28-79-13871-4,,107051-1-7692,107051-2320,5
2/2/2193,989-28-79-69807-2,,107051-23-6298,107051-2321,5
2/2/2193,989-28-79-82125-8,,107051-16-9024,107051-2322,5
2/2/2193,989-28-79-69807-2,,107051-64-7171,107051-2323,5
2/2/2193,989-28-79-13871-4,,107051-66-275,107051-2324,5
2/2/2193,989-28-79-69807-2,,107051-43-4627,107051-2325,5
2/2/2193,989-28-79-69807-2,,107051-90-8842,107051-2326,5
2/2/2193,989-28-79-13871-4,,107051-1-859,107051-2327,5
2/2/2193,989-28-79-13871-4,,107051-1-7691,107051-2328,5
2/2/2193,989-28-79-69807-2,,107051-30-5237,107051-2329,5
2/2/2193,989-28-79-69807-2,,107051-90-698,107051-2330,5
2/2/2193,989-28-79-13871-4,,107051-1-858,107051-2331,5
2/2/2193,989-28-79-13871-4,,107051-14-3337,107051-2332,5
2/2/2193,989-28-79-13871-4,,107051-14-3336,107051-2333,5
2/2/2193,989-28-654-2620-7,,107051-74-4964,107051-2334,5
2/2/2193,989-28-229-9769-6,,107051-94-6564,107051-2335,5
2/2/2193,989-28-229-7592-2,,107051-1-3070,107051-2336,5
2/2/2193,989-28-229-1404-4,,107051-23-8141,107051-2337,5
2/2/2193,989-28-229-0197-6,,107051-69-9590,107051-2338,5
2/2/2193,989-28-229-9769-6,,107051-82-7194,107051-2339,5
2/2/2193,989-28-229-7592-2,,107051-54-9982,107051-2340,5
2/2/2193,989-28-229-9769-6,,107051-83-6301,107051-2341,5
2/2/2193,989-28-229-0197-6,,107051-66-1809,107051-2342,5
2/2/2193,989-28-229-7592-2,,107051-58-6036,107051-2343,5
2/2/2193,989-28-229-1404-4,,107051-66-4124,107051-2344,5
2/2/2193,989-28-229-1404-4,,107051-32-3561,107051-2345,5
2/2/2193,989-28-229-6632-6,0.1,107051-36-6612,107051-2346,5
2/2/2193,989-28-229-1404-4,,107051-8-9185,107051-2347,5
2/2/2193,989-28-229-3157-7,,107051-23-7374,107051-2348,5
2/2/2193,989-28-229-9769-6,,107051-11-4998,107051-2349,5
2/2/2193,989-28-229-0197-6,,107051-43-4359,107051-2350,5
2/2/2193,989-28-229-1404-4,,107051-71-3493,107051-2351,5
2/2/2193,989-28-79-13801-1,,107051-88-87,107051-2352,5
2/2/2193,989-28-79-74374-1,,107051-15-7884,107051-2353,5
2/2/2193,989-28-79-40897-8,,107051-16-3626,107051-2354,5
2/2/2193,989-28-79-13801-1,,107051-35-234,107051-2355,5
2/2/2193,989-28-79-13801-1,,107051-55-3090,107051-2356,5
2/2/2193,989-28-79-74374-1,,107051-41-2139,107051-2357,5
2/2/2193,989-28-79-26824-4,,107051-62-9599,107051-2358,5
2/2/2193,989-28-79-26824-4,,107051-34-1811,107051-2359,5
2/2/2193,989-28-79-13801-1,,107051-16-7082,107051-2360,5
2/2/2193,989-28-79-13801-1,,107051-19-2097,107051-2361,5
2/2/2193,989-28-79-40897-8,,107051-72-2934,107051-2362,5
2/2/2193,989-28-79-23023-4,,107051-13-8215,107051-2363,5
2/2/2193,989-28-79-55752-2,,107051-61-8264,107051-2364,5
2/2/2193,989-28-79-26824-4,,107051-68-1109,107051-2365,5
2/2/2193,989-28-79-68089-3,0.05,107051-77-809,107051-2366,5
2/2/2193,989-28-79-23023-4,,107051-23-3815,107051-2367,5
2/2/2193,989-28-79-74374-1,,107051-89-4248,107051-2368,5
2/2/2193,989-28-79-74374-1,,107051-90-2965,107051-2369,5
2/2/2193,989-28-79-71565-6,,107051-56-8394,107051-2370,5
2/2/2193,989-28-79-55824-6,,107051-89-1309,107051-2371,5
2/2/2193,989-28-79-13801-1,,107051-1-3237,107051-2372,5
2/2/2193,989-28-79-36485-4,,107051-33-3034,107051-2373,5
2/2/2193,989-28-79-74374-1,,107051-48-4888,107051-2374,5
2/2/2193,989-28-79-74374-1,,107051-48-9346,107051-2375,5
2/2/2193,989-28-79-51397-9,,107051-98-6784,107051-2376,5
2/2/2193,989-28-79-23023-4,,107051-83-4072,107051-2377,5
2/2/2193,989-28-79-40897-8,,107051-26-361,107051-2378,5
2/2/2193,989-28-79-13801-1,,107051-37-4204,107051-2379,5
2/2/2193,989-28-79-40897-8,,107051-44-5546,107051-2380,5
2/2/2193,989-28-79-23023-4,,107051-48-7196,107051-2381,5
2/2/2193,989-28-79-13801-1,,107051-85-3825,107051-2382,5
2/2/2193,989-28-79-13801-1,,107051-5-3828,107051-2383,5
2/2/2193,989-28-79-74374-1,,107051-16-8769,107051-2384,5
2/2/2193,989-28-79-74374-1,,107051-81-4193,107051-2385,5
2/2/2193,989-28-79-13801-1,,107051-14-8092,107051-2386,5
2/2/2193,989-28-3705-222-9,,107051-70-6900,107051-2387,5
2/2/2193,989-28-3705-222-9,,107051-35-5849,107051-2388,5
2/2/2193,989-28-79-03683-6,,107051-28-2910,107051-2389,5
2/2/2193,989-28-3705-492-6,,107051-57-3466,107051-2390,5
2/2/2193,989-28-3705-222-9,,107051-46-8693,107051-2391,5
2/2/2193,989-28-3705-607-4,,107051-53-5517,107051-2392,5
2/2/2193,989-28-3705-492-6,,107051-56-1950,107051-2393,5
2/2/2193,989-28-3705-222-9,,107051-46-5348,107051-2394,5
2/2/2193,989-28-3705-492-6,,107051-36-2414,107051-2395,5
2/2/2193,989-28-3705-492-6,,107051-50-2066,107051-2396,5
2/2/2193,989-28-79-71565-6,,107051-11-270,107051-2397,5
2/2/2193,989-28-79-13871-4,,107051-83-323,107051-2397,5
2/2/2193,989-28-79-13871-4,0.13,107051-42-635,107051-2398,5
2/2/2193,989-28-79-45675-7,0.13,107051-80-566,107051-2398,5
2/2/2193,989-28-229-6632-6,0.1,107051-85-889,107051-2399,5
2/2/2193,989-28-79-30536-9,,107051-43-1328,107051-2399,5
2/2/2193,989-28-79-69807-2,,107051-43-4626,107051-2400,5
2/2/2193,989-28-229-7592-2,,107051-94-4666,107051-2400,5
2/2/2193,989-28-3705-775-0,,107051-69-6189,107051-2401,5
2/2/2193,989-28-79-23023-4,,107051-88-5626,107051-2401,5
2/2/2193,989-28-79-69807-2,,107051-23-6297,107051-2402,5
2/2/2193,989-28-79-23015-9,,107051-41-7297,107051-2402,5
2/2/2193,989-28-229-1404-4,,107051-19-8572,107051-2403,5
2/2/2193,989-28-79-69807-2,,107051-90-8841,107051-2403,5
2/2/2193,989-28-229-6632-6,0.1,107051-57-9657,107051-2404,5
2/2/2193,989-28-3705-583-1,,107051-62-9868,107051-2404,5
2/2/2193,989-28-3705-987-7,,107051-24-6989,107051-2405,5
2/2/2193,989-28-229-9769-6,,107051-39-8159,107051-2405,5
2/2/2193,989-28-79-23023-4,,107051-65-2451,107051-2405,5
2/2/2193,989-28-79-45675-7,,107051-21-8208,107051-2406,5
2/2/2193,989-28-79-55752-2,,107051-48-8233,107051-2406,5
2/2/2193,989-28-79-13801-1,,107051-67-1733,107051-2406,5
2/2/2193,989-28-229-1404-4,0.15,107051-1-2438,107068-2406,5
2/3/2193,989-28-3705-007-2,,107052-13-5165,107052-2407,5
2/3/2193,989-28-3705-987-7,,107052-56-1967,107052-2408,5
2/3/2193,989-28-3705-007-2,,107052-72-6857,107052-2409,5
2/3/2193,989-28-3705-775-0,,107052-64-6937,107052-2410,5
2/3/2193,989-28-3705-007-2,,107052-67-7791,107052-2411,5
2/3/2193,989-28-3705-007-2,,107052-19-6820,107052-2412,5
2/3/2193,989-28-3705-966-2,,107052-58-4689,107052-2413,5
2/3/2193,989-28-3705-007-2,,107052-89-4982,107052-2414,5
2/3/2193,989-28-3705-592-3,,107052-55-1181,107052-2415,5
2/3/2193,989-28-3705-987-7,,107052-81-728,107052-2416,5
2/3/2193,989-28-3705-987-7,,107052-1-3147,107052-2417,5
2/3/2193,989-28-79-61125-5,,107052-22-9367,107052-2418,5
2/3/2193,989-28-79-30536-9,,107052-16-4731,107052-2419,5
2/3/2193,989-28-79-67891-3,,107052-56-1703,107052-2420,5
2/3/2193,989-28-79-18127-7,,107052-30-7813,107052-2421,5
